318.431,0.0337,318.4983,-0.0836
318.9225,0.0302,318.5081,-0.0705
318.3332,0.0332,318.5031,-0.0767
318.4046,0.0333,318.4998,-0.0804
318.4653,0.0318,318.4982,-0.0821
318.933,0.0357,318.5083,-0.0686
318.4468,0.0167,318.506,-0.0712
318.3147,0.0246,318.5005,-0.078
318.7613,0.0293,318.5063,-0.0701
318.3544,0.0252,318.5018,-0.0756
318.5975,0.0349,318.5034,-0.073
318.4918,0.0349,318.5024,-0.0738
318.3438,0.0322,318.4977,-0.0795
318.4151,0.03,318.4949,-0.0827
318.5261,0.0322,318.4949,-0.0823
318.5552,0.0424,318.4956,-0.0808
318.542,0.0183,318.4959,-0.0799
318.5156,0.0274,318.4957,-0.0799
318.5287,0.0404,318.4957,-0.0792
318.5156,0.0283,318.4955,-0.0791
318.3755,0.022,318.4917,-0.0836
318.4416,0.0313,318.4896,-0.0858
318.6477,0.0269,318.4927,-0.0813
318.5208,0.0317,318.4926,-0.0809
318.4072,0.0305,318.4897,-0.0842
318.5367,0.0297,318.49,-0.0832
318.5367,0.0322,318.4904,-0.0822
318.4733,0.0275,318.4891,-0.0833
318.5261,0.0291,318.4893,-0.0826
318.1694,0.0268,318.4804,-0.0935
318.5103,0.0287,318.4803,-0.0932
318.1271,0.0297,318.4705,-0.1052
318.7719,0.0313,318.477,-0.096
318.6926,0.0288,318.4814,-0.0896
318.4151,0.0442,318.4789,-0.0922
318.5182,0.0286,318.479,-0.0915
318.5076,0.0271,318.4788,-0.0911
318.7507,0.0417,318.4847,-0.0827
318.6239,0.025,318.4874,-0.0788
318.4151,0.0322,318.4848,-0.0815
318.6133,0.0285,318.4872,-0.0779
318.5446,0.032,318.4879,-0.0764
318.6239,0.0956,318.4905,-0.0718
318.5605,0.0398,318.4916,-0.0698
317.9977,0.0675,318.4785,-0.0859
318.1879,0.0503,318.4704,-0.0956
318.542,-0.036,318.4712,-0.0945
318.682,0.0247,318.4756,-0.0882
318.2962,0.0521,318.4702,-0.0943
318.3359,0.0113,318.4659,-0.0994
318.2513,0.0372,318.4595,-0.1068
318.571,0.0292,318.4613,-0.1038
318.7349,0.0327,318.4672,-0.0955
318.3491,0.0205,318.4633,-0.0999
318.1034,0.0299,318.4532,-0.1121
318.6688,0.0267,318.4576,-0.1058
318.5763,0.0292,318.4595,-0.1025
318.2408,0.0282,318.453,-0.1102
318.6028,0.0398,318.4557,-0.1058
318.0954,0.0157,318.4456,-0.1182
318.4759,0.0329,318.4452,-0.1178
318.2408,0.0317,318.4389,-0.125
318.2117,0.0142,318.432,-0.1332
318.1985,0.0194,318.4248,-0.1416
318.0954,0.0319,318.4152,-0.153
318.2038,0.0304,318.4084,-0.1607
318.2962,0.028,318.404,-0.1652
318.7586,0.0226,318.4113,-0.1546
318.7005,0.0382,318.417,-0.146
318.3094,0.023,318.4129,-0.1503
318.1007,0.0343,318.4036,-0.1611
318.3227,0.0301,318.4,-0.1646
318.2434,0.0353,318.3945,-0.1704
318.2328,0.0362,318.3887,-0.1765
318.4548,0.0345,318.3887,-0.1752
318.2143,0.0266,318.3826,-0.1818
318.3544,0.0323,318.3801,-0.1836
318.32,0.0364,318.3768,-0.1864
318.1853,0.0348,318.3701,-0.1935
318.4336,0.0238,318.3698,-0.1925
318.7269,0.0278,318.3769,-0.1819
318.2857,0.0298,318.3728,-0.1857
318.217,0.0384,318.3671,-0.1916
318.3227,0.0274,318.3641,-0.194
318.2434,0.0303,318.3592,-0.1989
318.5341,0.0129,318.3616,-0.1943
318.2725,0.0227,318.3574,-0.1982
318.3359,0.0345,318.3549,-0.1998
318.4442,0.0247,318.3552,-0.1979
318.291,0.0186,318.3517,-0.2011
318.3015,0.0241,318.3484,-0.2037
318.2725,0.0279,318.3445,-0.2071
318.4944,0.0326,318.3463,-0.2032
318.18,0.0243,318.3401,-0.2096
318.431,0.0289,318.3403,-0.2076
318.3174,0.0295,318.3377,-0.2093
318.4072,0.0308,318.3374,-0.208
318.4574,0.0319,318.3384,-0.2051
318.3359,0.0232,318.3363,-0.2061
318.2249,0.0218,318.3315,-0.2107
318.3359,0.0372,318.3296,-0.2115
318.2143,0.0367,318.3246,-0.2161
318.2672,0.0254,318.321,-0.2189
318.3385,0.0269,318.3193,-0.2194
318.4099,0.0261,318.3195,-0.2174
318.3359,0.0194,318.3177,-0.2179
318.2857,0.0267,318.3148,-0.22
318.3094,0.0222,318.3125,-0.2212
318.3649,0.0292,318.3116,-0.2204
318.505,0.0372,318.3143,-0.215
318.2143,0.0287,318.3097,-0.2192
318.4839,0.0257,318.3119,-0.2145
318.2064,0.0351,318.3072,-0.2187
318.4072,0.0379,318.3075,-0.2163
318.3887,0.0338,318.3075,-0.2145
318.4231,0.0284,318.3083,-0.2116
318.6054,0.0259,318.3136,-0.2029
318.571,0.0275,318.3181,-0.1954
318.6239,0.0243,318.3239,-0.1862
318.3623,0.0128,318.323,-0.1858
318.3094,0.0305,318.3208,-0.1869
318.3544,0.0349,318.3199,-0.1865
318.1456,0.0343,318.3137,-0.1927
318.2487,0.0251,318.3102,-0.1956
318.3914,0.0311,318.3103,-0.1936
318.5446,0.0317,318.3142,-0.1867
318.4231,0.0307,318.3152,-0.1838
318.3227,0.0207,318.3136,-0.1843
318.4099,0.0333,318.3142,-0.1818
318.4257,0.0335,318.3152,-0.1787
318.5631,0.0281,318.3196,-0.1713
318.5473,0.0298,318.3237,-0.1644
318.4336,0.0258,318.3249,-0.1614
318.4178,0.0226,318.3256,-0.1589
318.6239,0.0299,318.3316,-0.1497
318.3993,0.029,318.3318,-0.1479
318.3623,0.0351,318.3311,-0.1472
318.0162,0.0304,318.3218,-0.1578
318.3227,0.0394,318.3203,-0.1581
318.0611,0.0252,318.3122,-0.167
318.5869,0.0363,318.3174,-0.1585
318.6477,0.0268,318.3242,-0.1482
318.3174,0.0317,318.3226,-0.1488
318.3834,0.0233,318.3226,-0.1473
318.2857,0.023,318.3203,-0.1489
318.5552,0.0248,318.3247,-0.1417
318.3094,0.039,318.3229,-0.1424
318.2725,0.0251,318.3203,-0.1444
318.579,0.0164,318.3254,-0.1364
318.505,0.0252,318.3286,-0.1309
318.357,0.0316,318.328,-0.1302
318.4839,0.0228,318.3306,-0.1255
318.5737,0.041,318.3355,-0.1177
318.5314,0.0342,318.3392,-0.1114
318.6847,0.0373,318.3468,-0.1003
318.4918,0.0265,318.3495,-0.0957
318.5446,0.0278,318.3534,-0.0894
318.6609,0.0391,318.3603,-0.0793
318.5975,0.0295,318.3655,-0.0715
318.6345,0.0217,318.3716,-0.0628
318.5975,0.0281,318.3766,-0.0553
318.5895,0.0175,318.3814,-0.0483
318.4839,0.0277,318.3835,-0.0447
318.5314,0.0282,318.3868,-0.0397
318.4759,0.0292,318.3886,-0.0365
318.4046,0.0339,318.3887,-0.0356
318.4442,0.0295,318.3897,-0.0335
318.0426,0.0216,318.3807,-0.0445
318.5737,0.0344,318.3851,-0.0379
318.5023,0.0296,318.3877,-0.0338
318.357,0.022,318.3866,-0.0345
318.0928,0.0263,318.3789,-0.0438
318.4548,0.0333,318.3804,-0.041
318.2064,0.0261,318.3756,-0.0464
318.357,0.0404,318.3747,-0.0467
318.2275,0.0324,318.3706,-0.0512
318.2936,0.03,318.3681,-0.0534
318.1906,0.0254,318.3632,-0.059
318.1721,0.0309,318.3578,-0.0651
318.5103,0.0291,318.361,-0.06
318.6794,0.0227,318.3684,-0.0496
318.1192,0.0122,318.3616,-0.0576
318.5605,0.0369,318.3661,-0.0509
318.5103,0.0274,318.3692,-0.0461
318.1192,0.0353,318.3625,-0.0539
318.571,0.0335,318.3672,-0.0469
318.7084,0.0288,318.3753,-0.0356
318.6318,0.0277,318.3813,-0.027
318.7111,0.0288,318.3893,-0.016
318.653,0.0279,318.3958,-0.007
318.2672,0.0323,318.3925,-0.0107
318.4944,0.0324,318.395,-0.0069
318.5605,0.0225,318.3991,-0.0012
318.4997,0.0316,318.4016,0.0026
318.4257,0.0178,318.4023,0.0037
318.3649,0.0255,318.4013,0.003
318.217,0.0203,318.3967,-0.0026
318.5816,0.0219,318.4013,0.0038
318.2672,0.031,318.398,0
318.1641,0.0298,318.3922,-0.0071
318.5103,0.0284,318.3951,-0.0029
318.2777,0.0356,318.3921,-0.0062
318.3464,0.0259,318.3909,-0.0073
318.18,0.0353,318.3856,-0.0136
318.3729,0.0398,318.3851,-0.0135
318.6239,0.0276,318.391,-0.0054
318.4495,0.0362,318.3924,-0.0031
318.209,0.027,318.3878,-0.0086
318.2487,-0.0056,318.3842,-0.0131
318.2143,0.0332,318.3798,-0.0182
318.8405,0.0349,318.3912,-0.0028
318.3993,0.0334,318.3914,-0.0021
318.2725,0.0381,318.3883,-0.0054
318.3993,0.039,318.3885,-0.0046
318.357,0.033,318.3877,-0.0052
318.4997,0.0215,318.3905,-0.0012
318.0664,0.0216,318.3823,-0.0114
318.3385,0.025,318.3811,-0.0125
318.3015,0.0244,318.379,-0.0147
318.3649,0.0292,318.3785,-0.0149
318.4257,0.0248,318.3795,-0.0131
318.2619,0.0363,318.3765,-0.0165
318.3227,0.0448,318.375,-0.0177
318.4416,0.0251,318.3765,-0.0153
318.357,0.0345,318.3758,-0.0156
318.3438,0.0328,318.3749,-0.0162
318.6662,0.0273,318.382,-0.0065
318.2619,0.0214,318.379,-0.0101
318.5103,0.0248,318.3822,-0.0056
318.2064,0.023,318.3777,-0.011
318.5287,0.0373,318.3814,-0.0056
318.2725,0.0359,318.3786,-0.0087
318.6186,0.0288,318.3845,-0.0006
318.3042,0.0305,318.3825,-0.0028
318.283,0.0252,318.3799,-0.0057
318.4072,0.0356,318.3806,-0.0044
318.2011,0.0285,318.376,-0.0099
318.3385,0.0195,318.375,-0.0109
318.4442,0.0336,318.3766,-0.0083
318.6318,0.0277,318.3829,0.0003
318.4442,0.0312,318.3845,0.0027
