
2737;-2225;-371;
2767;-2143;-410;
2812;-2054;-459;
2852;-1937;-484;
2912;-1803;-530;
2973;-1735;-550;
3002;-1540;-591;
3036;-1422;-607;
3087;-1296;-620;
3088;-1163;-633;
3120;-1013;-648;
3129;-882;-642;
3118;-704;-648;
3148;-591;-654;
3129;-428;-659;
3084;-328;-654;
3034;-143;-659;
2987;8;-661;
2932;133;-652;
2879;266;-636;
2785;416;-630;
2698;518;-622;
2588;668;-595;
2466;796;-574;
2357;928;-526;
2236;1003;-509;
2126;1102;-467;
2021;1154;-418;
1914;1230;-377;
1838;1291;-368;
1760;1323;-330;
1692;1375;-292;
1639;1385;-255;
1639;1385;-253;
1567;1417;-253;
1534;1426;-206;
1483;1463;-192;
1458;1474;-155;
1405;1476;-149;
1427;1507;-132;
1367;1496;-123;
1335;1478;-101;
1303;1511;-110;
1270;1516;-81;
1254;1509;-78;
1222;1520;-66;
1191;1522;-81;
1141;1520;-73;
1138;1533;-94;
1098;1523;-86;
1094;1528;-103;
1106;1503;-99;
1064;1515;-85;
1054;1528;-56;
988;1539;-37;
946;1540;-6;
902;1562;8;
890;1544;14;
884;1533;10;
873;1529;13;
844;1543;15;
835;1537;18;
801;1533;18;
785;1504;41;
717;1533;72;
699;1506;101;
655;1536;141;
617;1528;186;
552;1529;242;
532;1533;260;
498;1527;277;
492;1516;273;
460;1520;276;
446;1506;278;
407;1506;280;
382;1485;280;
335;1483;288;
282;1463;273;
229;1445;269;
152;1402;274;
87;1365;286;
22;1341;288;
-29;1321;315;
-88;1292;316;
-145;1257;345;
-192;1266;342;
-231;1202;370;
-299;1179;401;
-359;1132;426;
-407;1089;429;
-452;1057;467;
-481;1059;496;
-514;987;538;
-549;969;542;
-570;932;578;
-610;941;605;
-610;941;605;
-638;883;627;
-669;865;610;
-700;825;604;
-761;784;584;
-803;726;581;
-820;719;563;
-833;662;567;
-876;633;573;
-900;583;576;
-910;565;569;
-942;525;567;
-974;503;545;
-1001;422;529;
-1022;399;501;
-1049;345;497;
-1066;311;458;
-1066;288;413;
-1086;256;380;
-1075;259;374;
-1094;250;395;
-1088;292;456;
-1083;318;532;
-1067;344;574;
-1054;359;633;
-1052;358;684;
-1056;393;748;
-1056;365;803;
-1072;373;869;
-1064;328;942;
-1085;274;1025;
-1149;133;1065;
-1186;33;1077;
-1227;-29;1098;
-1260;-107;1122;
-1260;-166;1140;
-1269;-227;1169;
-1271;-293;1176;
-1304;-372;1201;
-1306;-444;1232;
-1275;-499;1333;
-1268;-514;1447;
-1210;-576;1627;
-1154;-588;1761;
-1086;-603;1878;
-1049;-606;1963;
-989;-622;2032;
-951;-617;2109;
-881;-653;2189;
-804;-694;2304;
-669;-718;2433;
-555;-791;2579;
-443;-933;2614;
-489;-1063;2586;
-544;-1166;2495;
-674;-1290;2387;
-753;-1366;2261;
-830;-1490;2152;
-859;-1519;2093;
-869;-1530;2073;
-919;-1532;2010;
-940;-1498;1985;
-933;-1584;1974;
-952;-1631;1954;
-939;-1642;1895;
-985;-1710;1806;
-985;-1710;1806;
-968;-1778;1743;
-985;-1810;1688;
-992;-1852;1632;
-982;-1914;1592;
-968;-1944;1561;
-956;-1985;1543;
-960;-2003;1535;
-982;-2008;1531;
-950;-1993;1528;
-965;-2026;1537;
-943;-2059;1522;
-916;-2114;1516;
-894;-2138;1500;
-878;-2191;1481;
-855;-2249;1443;
-819;-2288;1424;
-818;-2266;1415;
-786;-2330;1415;
-772;-2345;1402;
-747;-2409;1395;
-736;-2389;1382;
-734;-2438;1363;
-693;-2450;1355;
-672;-2502;1351;
-655;-2505;1366;
-650;-2514;1357;
-641;-2530;1358;
-600;-2546;1327;
-607;-2567;1301;
-588;-2587;1242;
-569;-2633;1188;
-534;-2663;1131;
-538;-2695;1118;
-508;-2712;1091;
-493;-2724;1094;
-471;-2714;1101;
-483;-2733;1137;
-434;-2722;1184;
-439;-2745;1231;
-381;-2750;1263;
-345;-2774;1297;
-296;-2801;1325;
-272;-2828;1338;
-223;-2821;1358;
-224;-2833;1395;
-175;-2843;1419;
-122;-2864;1450;
-85;-2857;1490;
-60;-2893;1542;
7;-2870;1596;
77;-2883;1649;
166;-2882;1708;
253;-2894;1777;
315;-2894;1849;
417;-2877;1900;
526;-2879;1965;
613;-2875;2031;
723;-2843;2069;
831;-2826;2107;
968;-2815;2137;
1090;-2806;2170;
1222;-2755;2182;
1372;-2750;2196;
1531;-2719;2205;
1665;-2654;2205;
1806;-2603;2217;
1806;-2603;2217;
1941;-2556;2193;
2069;-2531;2169;
2168;-2465;2166;
2286;-2382;2135;
2377;-2330;2111;
2447;-2296;2090;
2500;-2258;2081;
2556;-2208;2050;
2625;-2171;2020;
2681;-2107;2014;
2743;-2070;1981;
2814;-2001;1944;
2885;-1942;1905;
2946;-1892;1881;
3010;-1797;1833;
3059;-1756;1804;
3105;-1724;1760;
3150;-1682;1725;
3159;-1622;1688;
3216;-1590;1657;
3219;-1577;1622;
3248;-1517;1587;
3279;-1506;1542;
3301;-1469;1491;
3323;-1461;1425;
3389;-1458;1352;
3373;-1387;1297;
3408;-1398;1232;
3458;-1386;1157;
3470;-1399;1105;
3441;-1351;1043;
3479;-1338;974;
3468;-1301;892;
3495;-1320;830;
3478;-1326;761;
3492;-1285;691;
3471;-1272;603;
3498;-1281;532;
3470;-1275;459;
3469;-1285;395;
3444;-1268;337;
3451;-1296;313;
3454;-1251;278;
3453;-1285;245;
3418;-1283;177;
3398;-1307;132;
3374;-1320;62;
3363;-1330;-5;
3337;-1338;-63;
3327;-1371;-119;
3294;-1320;-175;
3263;-1355;-238;
3241;-1346;-281;
3200;-1348;-344;
3158;-1337;-387;
3142;-1388;-462;
3097;-1410;-497;
3062;-1415;-541;
3015;-1432;-581;
2990;-1421;-637;
2990;-1421;-637;
2951;-1453;-660;
2912;-1511;-701;
2864;-1511;-732;
2827;-1493;-788;
2795;-1532;-806;
2733;-1497;-867;
2688;-1513;-923;
2604;-1500;-1019;
2475;-1472;-1089;
2364;-1537;-1153;
2314;-1556;-1158;
2284;-1613;-1175;
2251;-1637;-1173;
2207;-1662;-1197;
2159;-1684;-1203;
2048;-1771;-1226;
1952;-1830;-1221;
1852;-1908;-1236;
1795;-1945;-1232;
1706;-2032;-1220;
1681;-2056;-1197;
1650;-2075;-1189;
1651;-2090;-1181;
1654;-2076;-1181;
1642;-2094;-1193;
1599;-2078;-1189;
1590;-2085;-1195;
1579;-2061;-1206;
1539;-2086;-1206;
1507;-2071;-1214;
1491;-2103;-1233;
1444;-2075;-1230;
1441;-2090;-1230;
1376;-2067;-1226;
1355;-2079;-1250;
1305;-2074;-1249;
1238;-2065;-1253;
1165;-2055;-1260;
1107;-2062;-1270;
1060;-2048;-1260;
968;-2033;-1264;
901;-2020;-1256;
839;-2031;-1272;
755;-2004;-1256;
666;-2002;-1248;
567;-1956;-1230;
445;-1956;-1223;
347;-1944;-1191;
249;-1904;-1166;
163;-1900;-1124;
104;-1883;-1114;
56;-1883;-1078;
-47;-1853;-1052;
-64;-1840;-1011;
-139;-1830;-991;
-221;-1830;-946;
-284;-1830;-877;
-345;-1854;-806;
-431;-1877;-753;
-458;-1892;-653;
-533;-1986;-542;
-572;-2080;-418;
-566;-2135;-361;
-566;-2135;-361;
-572;-2155;-323;
-613;-2166;-293;
-630;-2138;-273;
-647;-2157;-258;
-656;-2136;-232;
-686;-2134;-192;
-713;-2135;-151;
-752;-2116;-99;
-779;-2114;-38;
-794;-2142;29;
-833;-2108;73;
-861;-2125;120;
-880;-2106;179;
-890;-2117;226;
-893;-2096;261;
-897;-2135;287;
-921;-2123;324;
-923;-2125;363;
-931;-2104;387;
-945;-2126;442;
-961;-2116;477;
-942;-2138;522;
-961;-2104;549;
-955;-2131;588;
-961;-2130;599;
-958;-2120;619;
-958;-2146;594;
-960;-2124;570;
-968;-2106;516;
-945;-2106;466;
-954;-2091;396;
-926;-2067;326;
-924;-2070;238;
-907;-2044;141;
-886;-2037;24;
-823;-1995;-97;
-776;-2002;-224;
-655;-1956;-355;
-583;-1986;-516;
-430;-1950;-661;
-250;-1965;-821;
-83;-1951;-947;
89;-1971;-1060;
255;-1938;-1114;
383;-1963;-1174;
508;-1968;-1206;
663;-1938;-1254;
796;-1908;-1277;
1022;-1898;-1308;
1241;-1851;-1318;
1454;-1835;-1316;
1648;-1817;-1282;
1860;-1799;-1223;
2038;-1753;-1141;
2221;-1741;-1075;
2375;-1718;-981;
2472;-1732;-897;
2574;-1682;-821;
2639;-1694;-769;
2717;-1705;-669;
2800;-1700;-594;
2874;-1695;-513;
2944;-1719;-480;
2979;-1676;-380;
3054;-1701;-253;
3148;-1639;-66;
3148;-1639;-66;
3245;-1653;124;
3293;-1616;310;
3322;-1673;445;
3323;-1612;583;
3335;-1693;680;
3339;-1698;818;
3308;-1719;928;
3295;-1749;1029;
3260;-1803;1092;
3213;-1844;1185;
3153;-1907;1251;
3126;-1969;1370;
3046;-2044;1436;
2968;-2094;1530;
2873;-2132;1605;
2797;-2211;1669;
2719;-2266;1734;
2609;-2321;1822;
2552;-2306;1860;
2514;-2374;1922;
2464;-2321;1988;
2383;-2316;2080;
2328;-2293;2139;
2288;-2317;2205;
2229;-2274;2243;
2155;-2288;2303;
2088;-2260;2337;
1978;-2317;2392;
1855;-2315;2416;
1640;-2450;2424;
1464;-2527;2374;
1387;-2572;2371;
1316;-2536;2422;
1214;-2499;2464;
1092;-2472;2503;
976;-2458;2522;
925;-2430;2529;
846;-2415;2535;
756;-2427;2521;
690;-2454;2506;
631;-2452;2472;
553;-2469;2457;
466;-2439;2436;
368;-2456;2412;
286;-2427;2386;
218;-2458;2381;
188;-2416;2366;
160;-2414;2362;
133;-2402;2339;
110;-2419;2344;
93;-2440;2308;
81;-2450;2286;
32;-2447;2240;
-7;-2489;2231;
-12;-2484;2202;
-37;-2507;2170;
-71;-2506;2144;
-68;-2537;2126;
-95;-2523;2103;
-122;-2529;2064;
-144;-2515;2055;
-190;-2517;2023;
-260;-2492;1988;
-330;-2475;1917;
-406;-2445;1868;
-468;-2421;1814;
-547;-2426;1725;
-600;-2387;1646;
-600;-2387;1646;
-662;-2380;1563;
-733;-2317;1488;
-791;-2291;1413;
-838;-2244;1333;
-875;-2253;1275;
-888;-2253;1204;
-901;-2246;1134;
-906;-2273;1041;
-908;-2289;973;
-915;-2270;904;
-907;-2282;831;
-919;-2242;763;
-956;-2226;675;
-966;-2182;605;
-990;-2140;522;
-999;-2091;448;
-1020;-2020;374;
-1042;-1967;289;
-1044;-1932;178;
-1015;-1883;76;
-1015;-1841;-37;
-996;-1758;-129;
-975;-1686;-254;
-950;-1587;-347;
-925;-1536;-445;
-888;-1444;-519;
-866;-1327;-614;
-799;-1242;-713;
-728;-1151;-817;
-648;-1063;-899;
-582;-999;-982;
-523;-939;-1034;
-445;-901;-1099;
-370;-831;-1152;
-291;-798;-1216;
-199;-798;-1262;
-186;-832;-1281;
-152;-803;-1283;
-106;-816;-1329;
-72;-837;-1355;
-33;-818;-1379;
21;-790;-1385;
83;-809;-1419;
156;-819;-1441;
210;-833;-1466;
290;-854;-1496;
372;-846;-1540;
500;-850;-1560;
580;-908;-1567;
694;-935;-1580;
734;-958;-1604;
804;-1004;-1605;
892;-1073;-1605;
995;-1087;-1606;
1101;-1106;-1611;
1270;-1168;-1598;
1387;-1179;-1574;
1513;-1187;-1544;
1618;-1219;-1537;
1735;-1226;-1502;
1853;-1266;-1457;
1907;-1274;-1434;
1958;-1288;-1427;
2005;-1323;-1403;
2056;-1344;-1352;
2112;-1381;-1331;
2179;-1377;-1305;
2267;-1405;-1246;
2376;-1361;-1164;
2376;-1361;-1164;
2502;-1382;-1089;
2584;-1394;-1021;
2657;-1476;-950;
2703;-1540;-866;
2763;-1547;-799;
2814;-1614;-712;
2873;-1676;-616;
2915;-1734;-517;
2972;-1805;-417;
3002;-1858;-318;
3005;-1911;-219;
3040;-1987;-110;
3034;-2017;-34;
3030;-2030;32;
3044;-2116;75;
3047;-2105;141;
3042;-2164;207;
3027;-2195;275;
3013;-2224;352;
2960;-2313;437;
2955;-2322;526;
2927;-2379;616;
2875;-2449;708;
2852;-2458;783;
2791;-2507;851;
2763;-2549;934;
2683;-2585;1007;
2603;-2629;1086;
2539;-2722;1161;
2456;-2750;1232;
2368;-2771;1295;
2293;-2795;1355;
2221;-2819;1402;
2161;-2835;1464;
2111;-2847;1536;
2010;-2865;1601;
1930;-2885;1646;
1835;-2886;1700;
1746;-2921;1739;
1638;-2935;1769;
1523;-2937;1780;
1428;-2967;1798;
1321;-2971;1812;
1238;-2972;1845;
1150;-2983;1845;
1076;-2982;1859;
985;-2969;1864;
892;-2962;1861;
841;-2974;1824;
778;-2990;1810;
714;-2990;1795;
645;-3002;1780;
587;-2982;1762;
518;-2991;1739;
463;-2965;1723;
400;-2984;1691;
331;-2961;1655;
281;-2969;1626;
244;-2956;1623;
203;-2951;1615;
181;-2917;1607;
144;-2916;1609;
107;-2882;1605;
61;-2899;1587;
41;-2884;1561;
-4;-2857;1539;
-40;-2842;1539;
-65;-2853;1515;
-65;-2674;1494;
-82;-2802;1494;
-99;-2807;1479;
-131;-2799;1462;
-152;-2814;1430;
-167;-2804;1412;
-187;-2802;1387;
-198;-2808;1345;
-195;-2802;1314;
-204;-2815;1272;
-225;-2806;1254;
-246;-2808;1227;
-240;-2800;1215;
-254;-2790;1194;
-281;-2802;1213;
-263;-2797;1210;
-277;-2773;1224;
-272;-2770;1225;
-272;-2792;1273;
-253;-2769;1306;
-259;-2763;1333;
-245;-2759;1369;
-245;-2800;1404;
-216;-2784;1424;
-182;-2797;1446;
-154;-2799;1474;
-127;-2813;1498;
-49;-2837;1536;
9;-2862;1556;
35;-2857;1586;
118;-2886;1619;
150;-2889;1657;
188;-2889;1679;
205;-2893;1705;
221;-2874;1725;
241;-2878;1750;
242;-2885;1751;
238;-2879;1751;
261;-2878;1754;
244;-2867;1754;
233;-2840;1751;
205;-2875;1727;
163;-2849;1708;
87;-2860;1674;
45;-2809;1643;
-17;-2815;1605;
-60;-2809;1581;
-94;-2821;1568;
-120;-2781;1530;
-138;-2806;1496;
-171;-2765;1491;
-204;-2775;1483;
-216;-2746;1484;
-235;-2751;1484;
-235;-2718;1490;
-261;-2693;1489;
-297;-2681;1458;
-384;-2676;1419;
-420;-2644;1385;
-479;-2620;1342;
-527;-2581;1306;
-592;-2551;1281;
-640;-2500;1292;
-696;-2451;1308;
-730;-2351;1320;
-758;-2305;1355;
-822;-2274;1370;
-822;-2224;1386;
-850;-2224;1386;
-849;-2220;1388;
-894;-2166;1400;
-891;-2152;1399;
-896;-2163;1389;
-886;-2161;1358;
-898;-2177;1353;
-887;-2178;1325;
-915;-2190;1298;
-915;-2148;1247;
-916;-2176;1233;
-922;-2165;1199;
-925;-2188;1175;
-906;-2178;1135;
-927;-2210;1109;
-931;-2178;1052;
-958;-2155;1029;
-990;-2126;984;
-1021;-2086;959;
-1051;-2042;922;
-1069;-2028;891;
-1085;-1981;849;
-1080;-1966;847;
-1096;-1934;811;
-1116;-1899;798;
-1116;-1899;748;
-1149;-1858;704;
-1141;-1851;652;
-1147;-1812;610;
-1172;-1779;568;
-1181;-1714;551;
-1213;-1639;526;
-1205;-1573;517;
-1265;-1521;493;
-1276;-1464;509;
-1286;-1434;491;
-1296;-1396;502;
-1296;-1370;487;
-1304;-1345;480;
-1313;-1321;447;
-1300;-1247;429;
-1326;-1253;407;
-1317;-1204;393;
-1328;-1216;374;
-1303;-1177;343;
-1327;-1198;310;
-1290;-1158;282;
-1305;-1160;219;
-1267;-1150;165;
-1261;-1161;95;
-1210;-1138;40;
-1208;-1122;-62;
-1136;-1132;-148;
-1093;-1141;-247;
-1014;-1141;-344;
-959;-1167;-458;
-866;-1159;-566;
-772;-1181;-666;
-684;-1219;-741;
-618;-1235;-817;
-536;-1269;-878;
-496;-1306;-935;
-424;-1311;-956;
-361;-1363;-1004;
-361;-1363;-1260;
-291;-1373;-1031;
-244;-1414;-1064;
-179;-1481;-1084;
-116;-1510;-1100;
-42;-1570;-1126;
5;-1638;-1116;
68;-1671;-1113;
99;-1744;-1112;
122;-1776;-1091;
87;-1856;-1054;
100;-1881;-1021;
94;-1931;-1007;
129;-1979;-978;
129;-2068;-958;
153;-2080;-925;
171;-2130;-899;
202;-2194;-869;
232;-2218;-859;
307;-2270;-864;
360;-2319;-855;
463;-2366;-823;
545;-2405;-798;
618;-2473;-747;
626;-2571;-687;
646;-2575;-637;
601;-2624;-577;
575;-2663;-512;
546;-2707;-441;
521;-2752;-368;
513;-2776;-284;
501;-2864;-199;
528;-2885;-120;
551;-2953;-25;
593;-2972;86;
647;-3042;215;
670;-3052;323;
699;-3109;449;
703;-3104;561;
690;-3149;678;
708;-3124;781;
663;-3153;910;
651;-3107;1010;
650;-3108;1117;
648;-3082;1171;
661;-3081;1243;
664;-3068;1290;
673;-3061;1368;
653;-3053;1429;
633;-3018;1507;
622;-2975;1576;
619;-2988;1650;
581;-2912;1674;
538;-2916;1717;
536;-2915;1730;
492;-2897;1754;
496;-2881;1765;
472;-2874;1784;
470;-2851;1816;
453;-2850;1838;
481;-2814;1850;
471;-2858;1862;
513;-2819;1881;
519;-2828;1890;
522;-2828;1875;
485;-2852;1878;
485;-2852;1878;
452;-2796;1881;
380;-2813;1870;
355;-2780;1838;
338;-2838;1828;
326;-2813;1829;
313;-2848;1815;
331;-2830;1815;
314;-2814;1824;
306;-2808;1871;
314;-2785;1882;
328;-2760;1914;
357;-2780;1932;
361;-2781;1948;
351;-2774;1959;
347;-2743;1971;
380;-2744;1974;
372;-2782;2002;
385;-2795;2004;
396;-2744;2037;
399;-2745;2058;
366;-2725;2069;
375;-2700;2072;
377;-2683;2092;
382;-2702;2090;
333;-2687;2100;
376;-2692;2088;
356;-2704;2100;
347;-2688;2115;
295;-2673;2143;
260;-2643;2124;
220;-2651;2134;
207;-2612;2132;
167;-2631;2133;
153;-2579;2104;
71;-2627;2069;
39;-2596;2036;
-35;-2594;2019;
-63;-2564;2031;
-65;-2537;2092;
-47;-2486;2168;
-54;-2415;2242;
-72;-2335;2290;
-93;-2258;2349;
-100;-2204;2406;
-113;-2142;2457;
-115;-2063;2481;
-121;-2001;2527;
-110;-1939;2567;
-140;-1877;2612;
-163;-1790;2637;
-173;-1702;2670;
-187;-1590;2690;
-264;-1509;2711;
-300;-1400;2685;
-378;-1313;2676;
-476;-1208;2639;
-544;-1115;2605;
-583;-1004;2552;
-613;-939;2536;
-671;-864;2505;
-707;-753;2479;
-754;-671;2414;
-768;-615;2395;
-768;-615;2395;
-839;-540;2328;
-864;-474;2260;
-921;-391;2146;
-984;-330;2064;
-1031;-285;1961;
-1057;-252;1877;
-1104;-156;1786;
-1091;-102;1740;
-1114;-29;1663;
-1106;32;1606;
-1129;80;1500;
-1105;136;1438;
-1122;211;1339;
-1117;278;1244;
-1130;302;1144;
-1103;322;1055;
-1116;360;964;
-1092;368;874;
-1092;400;785;
-1066;401;698;
-1086;387;616;
-1073;411;527;
-1069;396;451;
-1029;397;369;
-1052;375;296;
-1035;346;215;
-1033;321;146;
-1017;268;72;
-1019;257;2;
-982;213;-74;
-985;151;-143;
-955;125;-216;
-961;47;-285;
-929;1;-357;
-917;-38;-419;
-883;-144;-460;
-876;-206;-522;
-852;-277;-583;
-836;-354;-637;
-803;-466;-690;
-760;-519;-734;
-736;-620;-781;
-696;-704;-830;
-660;-760;-838;
-654;-835;-872;
-636;-924;-863;
-645;-991;-856;
-658;-1065;-820;
-671;-1153;-809;
-676;-1203;-787;
-677;-1274;-765;
-674;-1372;-722;
-652;-1476;-704;
-638;-1568;-696;
-617;-1609;-685;
-578;-1664;-667;
-571;-1726;-657;
-540;-1789;-663;
-557;-1836;-636;
-540;-1866;-611;
-532;-1885;-591;
-517;-1899;-594;
-516;-1934;-577;
-516;-1934;-577;
-520;-1978;-551;
-528;-1968;-525;
-547;-2030;-501;
-550;-2042;-447;
-578;-2088;-404;
-596;-2085;-349;
-607;-2110;-305;
-666;-2092;-236;
-710;-2112;-178;
-737;-2100;-117;
-753;-2115;-71;
-804;-2083;-18;
-846;-2087;50;
-874;-2100;121;
-906;-2145;191;
-905;-2154;280;
-924;-2160;379;
-919;-2136;455;
-968;-2187;586;
-965;-2171;698;
-961;-2188;809;
-962;-2180;928;
-964;-2197;1072;
-946;-2148;1197;
-932;-2147;1335;
-915;-2120;1438;
-901;-2114;1537;
-852;-2075;1627;
-838;-2076;1724;
-796;-2050;1823;
-758;-2023;1944;
-682;-1986;2045;
-627;-1954;2161;
-535;-1911;2264;
-469;-1862;2360;
-387;-1829;2443;
-302;-1806;2538;
-191;-1769;2612;
-126;-1750;2673;
-17;-1759;2717;
71;-1794;2767;
164;-1782;2797;
270;-1784;2835;
358;-1752;2867;
446;-1743;2907;
535;-1717;2923;
626;-1709;2955;
735;-1683;2970;
848;-1672;2988;
976;-1687;2969;
1086;-1694;2984;
1208;-1724;2967;
1335;-1714;2954;
1443;-1729;2909;
1579;-1711;2907;
1662;-1723;2860;
1770;-1719;2834;
1862;-1694;2789;
1965;-1669;2759;
2048;-1663;2728;
2148;-1630;2695;
2234;-1647;2633;
2320;-1622;2591;
2384;-1624;2547;
2384;-1624;2547;
2422;-1637;2505;
2496;-1644;2427;
2559;-1641;2386;
2636;-1642;2320;
2690;-1636;2231;
2786;-1631;2144;
2836;-1649;2052;
2914;-1684;1964;
2947;-1658;1894;
2995;-1683;1809;
3039;-1698;1736;
3084;-1743;1631;
3074;-1755;1549;
3123;-1776;1445;
3136;-1784;1359;
3158;-1830;1256;
3161;-1841;1150;
3165;-1852;1025;
3182;-1879;902;
3163;-1877;798;
3131;-1901;730;
3132;-1929;688;
